technique_id,x_mitre_is_subtechnique,technique,tactic,platform,data_source,data_component
T1053.005,True,Scheduled Task,"['execution', 'persistence', 'privilege-escalation']",['Windows'],command,command execution
T1053.005,True,Scheduled Task,"['execution', 'persistence', 'privilege-escalation']",['Windows'],file,file modification
T1053.005,True,Scheduled Task,"['execution', 'persistence', 'privilege-escalation']",['Windows'],process,process creation
T1053.002,True,At (Windows),"['execution', 'persistence', 'privilege-escalation']",['Windows'],scheduled job,scheduled job creation
T1053.002,True,At (Windows),"['execution', 'persistence', 'privilege-escalation']",['Windows'],command,command execution
T1053.002,True,At (Windows),"['execution', 'persistence', 'privilege-escalation']",['Windows'],file,file modification
T1053.002,True,At (Windows),"['execution', 'persistence', 'privilege-escalation']",['Windows'],process,process creation
T1542,False,Pre-OS Boot,"['defense-evasion', 'persistence']","['Linux', 'Windows', 'Network']",command,command execution
T1542,False,Pre-OS Boot,"['defense-evasion', 'persistence']","['Linux', 'Windows', 'Network']",network traffic,network connection creation
T1542,False,Pre-OS Boot,"['defense-evasion', 'persistence']","['Linux', 'Windows', 'Network']",firmware,firmware modification
T1542,False,Pre-OS Boot,"['defense-evasion', 'persistence']","['Linux', 'Windows', 'Network']",driver,driver metadata
T1542,False,Pre-OS Boot,"['defense-evasion', 'persistence']","['Linux', 'Windows', 'Network']",process,os api execution
T1542,False,Pre-OS Boot,"['defense-evasion', 'persistence']","['Linux', 'Windows', 'Network']",drive,drive modification
T1137.001,True,Office Template Macros,['persistence'],"['Windows', 'Office 365']",process,process creation
T1137.001,True,Office Template Macros,['persistence'],"['Windows', 'Office 365']",command,command execution
T1137.001,True,Office Template Macros,['persistence'],"['Windows', 'Office 365']",windows registry,windows registry key creation
T1137.001,True,Office Template Macros,['persistence'],"['Windows', 'Office 365']",windows registry,windows registry key modification
T1137.001,True,Office Template Macros,['persistence'],"['Windows', 'Office 365']",file,file creation
T1137.001,True,Office Template Macros,['persistence'],"['Windows', 'Office 365']",file,file modification
T1137.004,True,Outlook Home Page,['persistence'],"['Windows', 'Office 365']",process,process creation
T1137.004,True,Outlook Home Page,['persistence'],"['Windows', 'Office 365']",command,command execution
T1137.004,True,Outlook Home Page,['persistence'],"['Windows', 'Office 365']",application log,application log content
T1137.003,True,Outlook Forms,['persistence'],"['Windows', 'Office 365']",process,process creation
T1137.003,True,Outlook Forms,['persistence'],"['Windows', 'Office 365']",command,command execution
T1137.003,True,Outlook Forms,['persistence'],"['Windows', 'Office 365']",application log,application log content
T1137.005,True,Outlook Rules,['persistence'],"['Windows', 'Office 365']",process,process creation
T1137.005,True,Outlook Rules,['persistence'],"['Windows', 'Office 365']",command,command execution
T1137.005,True,Outlook Rules,['persistence'],"['Windows', 'Office 365']",application log,application log content
T1137.006,True,Add-ins,['persistence'],"['Windows', 'Office 365']",process,process creation
T1137.006,True,Add-ins,['persistence'],"['Windows', 'Office 365']",command,command execution
T1137.006,True,Add-ins,['persistence'],"['Windows', 'Office 365']",windows registry,windows registry key creation
T1137.006,True,Add-ins,['persistence'],"['Windows', 'Office 365']",windows registry,windows registry key modification
T1137.006,True,Add-ins,['persistence'],"['Windows', 'Office 365']",file,file creation
T1137.006,True,Add-ins,['persistence'],"['Windows', 'Office 365']",file,file modification
T1137.002,True,Office Test,['persistence'],"['Windows', 'Office 365']",process,process creation
T1137.002,True,Office Test,['persistence'],"['Windows', 'Office 365']",command,command execution
T1137.002,True,Office Test,['persistence'],"['Windows', 'Office 365']",windows registry,windows registry key creation
T1137.002,True,Office Test,['persistence'],"['Windows', 'Office 365']",windows registry,windows registry key modification
T1137.002,True,Office Test,['persistence'],"['Windows', 'Office 365']",file,file creation
T1137.002,True,Office Test,['persistence'],"['Windows', 'Office 365']",file,file modification
T1137.002,True,Office Test,['persistence'],"['Windows', 'Office 365']",module,module load
T1531,False,Account Access Removal,['impact'],"['Linux', 'macOS', 'Windows']",user account,user account deletion
T1531,False,Account Access Removal,['impact'],"['Linux', 'macOS', 'Windows']",user account,user account modification
T1531,False,Account Access Removal,['impact'],"['Linux', 'macOS', 'Windows']",active directory,active directory object modification
T1539,False,Steal Web Session Cookie,['credential-access'],"['Linux', 'macOS', 'Windows', 'Office 365', 'SaaS', 'Google Workspace']",file,file access
T1539,False,Steal Web Session Cookie,['credential-access'],"['Linux', 'macOS', 'Windows', 'Office 365', 'SaaS', 'Google Workspace']",process,process access
T1529,False,System Shutdown/Reboot,['impact'],"['Linux', 'macOS', 'Windows']",process,process creation
T1529,False,System Shutdown/Reboot,['impact'],"['Linux', 'macOS', 'Windows']",command,command execution
T1529,False,System Shutdown/Reboot,['impact'],"['Linux', 'macOS', 'Windows']",sensor health,host status
T1518,False,Software Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",firewall,firewall metadata
T1518,False,Software Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",firewall,firewall enumeration
T1518,False,Software Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",process,process creation
T1518,False,Software Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",command,command execution
T1518,False,Software Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",process,os api execution
T1547.013,True,XDG Autostart Entries,"['persistence', 'privilege-escalation']",['Linux'],file,file creation
T1547.013,True,XDG Autostart Entries,"['persistence', 'privilege-escalation']",['Linux'],file,file modification
T1547.013,True,XDG Autostart Entries,"['persistence', 'privilege-escalation']",['Linux'],process,process creation
T1547.013,True,XDG Autostart Entries,"['persistence', 'privilege-escalation']",['Linux'],command,command execution
T1534,False,Internal Spearphishing,['lateral-movement'],"['Windows', 'macOS', 'Linux', 'Office 365', 'SaaS', 'Google Workspace']",application log,application log content
T1534,False,Internal Spearphishing,['lateral-movement'],"['Windows', 'macOS', 'Linux', 'Office 365', 'SaaS', 'Google Workspace']",network traffic,network traffic flow
T1534,False,Internal Spearphishing,['lateral-movement'],"['Windows', 'macOS', 'Linux', 'Office 365', 'SaaS', 'Google Workspace']",network traffic,network traffic content
T1528,False,Steal Application Access Token,['credential-access'],"['SaaS', 'Office 365', 'Azure AD', 'Google Workspace']",user account,user account modification
T1535,False,Unused/Unsupported Cloud Regions,['defense-evasion'],['IaaS'],instance,instance creation
T1525,False,Implant Internal Image,['persistence'],"['IaaS', 'Containers']",image,image creation
T1525,False,Implant Internal Image,['persistence'],"['IaaS', 'Containers']",image,image modification
T1538,False,Cloud Service Dashboard,['discovery'],"['Azure AD', 'Office 365', 'IaaS', 'Google Workspace']",user account,user account authentication
T1538,False,Cloud Service Dashboard,['discovery'],"['Azure AD', 'Office 365', 'IaaS', 'Google Workspace']",logon session,logon session creation
T1530,False,Data from Cloud Storage Object,['collection'],['IaaS'],cloud storage,cloud storage access
T1578,False,Modify Cloud Compute Infrastructure,['defense-evasion'],['IaaS'],instance,instance stop
T1578,False,Modify Cloud Compute Infrastructure,['defense-evasion'],['IaaS'],instance,instance start
T1578,False,Modify Cloud Compute Infrastructure,['defense-evasion'],['IaaS'],instance,instance creation
T1578,False,Modify Cloud Compute Infrastructure,['defense-evasion'],['IaaS'],instance,instance modification
T1578,False,Modify Cloud Compute Infrastructure,['defense-evasion'],['IaaS'],instance,instance deletion
T1578,False,Modify Cloud Compute Infrastructure,['defense-evasion'],['IaaS'],snapshot,snapshot creation
T1578,False,Modify Cloud Compute Infrastructure,['defense-evasion'],['IaaS'],snapshot,snapshot modification
T1578,False,Modify Cloud Compute Infrastructure,['defense-evasion'],['IaaS'],snapshot,snapshot deletion
T1578,False,Modify Cloud Compute Infrastructure,['defense-evasion'],['IaaS'],volume,volume creation
T1578,False,Modify Cloud Compute Infrastructure,['defense-evasion'],['IaaS'],volume,volume modification
T1578,False,Modify Cloud Compute Infrastructure,['defense-evasion'],['IaaS'],volume,volume deletion
T1537,False,Transfer Data to Cloud Account,['exfiltration'],['IaaS'],snapshot,snapshot creation
T1537,False,Transfer Data to Cloud Account,['exfiltration'],['IaaS'],snapshot,snapshot modification
T1537,False,Transfer Data to Cloud Account,['exfiltration'],['IaaS'],cloud storage,cloud storage modification
T1537,False,Transfer Data to Cloud Account,['exfiltration'],['IaaS'],cloud storage,cloud storage creation
T1526,False,Cloud Service Discovery,['discovery'],"['Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace']",cloud service,cloud service metadata
T1526,False,Cloud Service Discovery,['discovery'],"['Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace']",cloud service,cloud service enumeration
T1505,False,Server Software Component,['persistence'],"['Windows', 'Linux', 'macOS']",file,file creation
T1505,False,Server Software Component,['persistence'],"['Windows', 'Linux', 'macOS']",file,file modification
T1505,False,Server Software Component,['persistence'],"['Windows', 'Linux', 'macOS']",process,process creation
T1505,False,Server Software Component,['persistence'],"['Windows', 'Linux', 'macOS']",network traffic,network traffic content
T1505,False,Server Software Component,['persistence'],"['Windows', 'Linux', 'macOS']",network traffic,network traffic flow
T1505,False,Server Software Component,['persistence'],"['Windows', 'Linux', 'macOS']",application log,application log content
T1499,False,Endpoint Denial of Service,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",sensor health,host status
T1499,False,Endpoint Denial of Service,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",application log,application log content
T1499,False,Endpoint Denial of Service,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",network traffic,network traffic content
T1499,False,Endpoint Denial of Service,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",network traffic,network traffic flow
T1497,False,Virtualization/Sandbox Evasion,"['defense-evasion', 'discovery']","['Windows', 'macOS', 'Linux']",process,process creation
T1497,False,Virtualization/Sandbox Evasion,"['defense-evasion', 'discovery']","['Windows', 'macOS', 'Linux']",command,command execution
